コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
6070,2021/02,46.9,30276465000,2729610000,20,5.99,1.0,8.0
6071,2020/12,37.9,13072004000,1620252000,6,52.49,0.0,0.0
6072,2021/03,74.4,1989794000,87888000,-,-,0.0,0.0
6073,2021/03,80.9,13872089000,1602298000,60,69.66,10.0,10.0
6074,2021/03,33.8,6494492000,81462000,10.5,-,0.0,0.0
6077,2020/12,61.5,11735103000,769589000,5,15.86,0.0,5.0
6078,2020/12,21.5,4493019000,713222000,17.5,45.15,1.0,1.0
6080,2020/09,85,11871202000,5051544000,-,-,0.0,5.0
6081,2020/12,54.2,4192590000,298640000,-,-,0.0,7.0
6082,2021/03,59.9,25384043000,2419263000,30,14.04,1.0,5.0
6083,2021/05,46.1,14397766000,402844000,15,35.5,0.0,0.0
6086,2021/02,48.6,14420064000,688968000,15,41.29,0.0,0.0
6087,2020/09,70.8,9265813000,831282000,102,290.66,0.0,3.0
6088,2021/03,53.1,14024337000,1747987000,22,37.46,3.0,5.0
6089,2021/03,17.6,118249000000,4030000000,24,21.63,1.0,9.0
6090,2021/06,72.3,1124067000,39368000,-,-,0.0,0.0
6091,2021/07,73.7,13774000000,825000000,16,28.83,0.0,7.0
6092,2021/03,33.7,6840611000,617904000,-,-,0.0,0.0
6093,2021/02,82.6,3072866000,492432000,4,39.73,1.0,6.0
6095,2020/09,75,5311071000,1104914000,-,-,0.0,3.0
6096,2021/03,41.2,5331926000,669115000,10,23.1,0.0,2.0
6098,2021/03,49.7,2269346000000,162823000000,20,30.76,6.0,9.0
6099,2020/12,52.9,26056360000,2068230000,7,18.85,0.0,0.0
6101,2021/03,48.2,61662000000,9533000000,26,25.26,3.0,10.0
6103,2021/03,76.9,123394000000,4820000000,35,120.93,3.0,10.0
6104,2021/03,61.2,92635000000,381000000,199.3,-,1.0,1.0
6113,2021/03,80.2,250448000000,26705000000,30,73.07,2.0,10.0
6118,2021/03,71.2,58099000000,3722000000,20,145.29,0.0,2.0
6121,2021/03,47.8,16889095000,-716020000,10,-,0.0,0.0
6125,2021/03,43,30372000000,1905000000,80,21.95,0.0,10.0
6131,2021/03,24.8,5771025000,427738000,-,-,0.0,8.0
6134,2021/03,86.5,136161000000,21904000000,50,26.6,0.0,6.0
6135,2021/03,57.6,116737000000,-3612000000,20,-,0.0,0.0
6136,2020/11,64.6,104388000000,8396000000,22,60.92,0.0,0.0
6137,2021/03,52.4,39247000000,1137000000,50,-,0.0,0.0
6138,2021/03,43.1,7092154000,-540350000,-,-,0.0,0.0
6140,2021/03,82.1,30143000000,-732000000,6,-,0.0,0.0
6141,2020/12,35.2,328283000000,10674000000,20,281.78,0.0,0.0
6143,2020/12,49.9,58030000000,1852000000,25,87.37,0.0,4.0
6144,2021/03,64,24648231000,2289008000,33.5,27.37,0.0,0.0
6145,2021/03,74.5,22046000000,1356362000,30,43.47,0.0,10.0
6146,2021/03,76.3,182857000000,53106000000,677,42.6,1.0,1.0
6147,2021/03,43.4,2317143000,-375560000,15,-,1.0,8.0
6149,2020/12,56.3,11208914000,572707000,20,39,0.0,0.0
6150,2021/05,64.1,3500164000,102891000,30,61.85,0.0,10.0
6151,2021/03,88.3,22533000000,2091000000,31,45,0.0,0.0
6155,2021/03,71.8,13432000000,6000000,10,-,2.0,6.0
6156,2021/06,92.5,1669853000,378807000,70,89.34,0.0,0.0
6157,2021/03,89.4,8100276000,1512823000,17.5,36.04,0.0,5.0
6158,2021/03,76.8,4206558000,286002000,15,86.78,3.0,3.0
6159,2021/08,89.8,4010000000,289000000,8,16.84,0.0,0.0
6161,2021/03,86.4,5294631000,1055709000,61,32.96,5.0,5.0
6164,2020/12,87.5,7082389000,515343000,30,68.78,0.0,0.0
6165,2021/03,50.2,32462017000,1613162000,2,9.13,0.0,0.0
6167,2021/03,79.4,14247000000,96000000,22,102.35,0.0,3.0
6171,2020/12,72.3,6207980000,387877000,9,44.53,2.0,6.0
6173,2021/02,19.7,6025332000,-446972000,-,-,0.0,1.0
6175,2021/06,56.6,14011332000,584251000,6,26.37,1.0,2.0
6176,2020/09,62.3,2780094000,3265000,-,-,0.0,2.0
6178,2021/03,4.6,11720403000000,-,50,24.17,0.0,1.0
6180,2020/12,52,4999329000,-216894000,-,-,0.0,1.0
6181,2021/03,-7.9,4429199000,-2176242000,-,-,0.0,3.0
6182,2021/02,43.8,4075885000,300419000,6,-,1.0,3.0
6183,2021/02,30.7,135735000000,11799000000,42,42.58,0.0,5.0
6184,2021/01,91.9,3238413000,265000000,1,63.93,0.0,0.0
6185,2021/03,55.3,12115823000,303882000,-,-,0.0,6.0
6186,2021/03,19.2,14153646000,-1904639000,7,-,0.0,1.0
6188,2020/12,58.1,6846803000,477612000,4.5,26.3,0.0,0.0
6189,2020/09,43.8,22160000000,477000000,-,-,0.0,4.0
6190,2021/03,43.5,1013543000,-276889000,-,-,0.0,0.0
6191,2020/09,9,21241000000,-8994000000,10,-,0.0,3.0
6192,2021/04,15.6,8333582000,340687000,-,-,3.0,4.0
6193,2021/03,21.4,5632835000,164834000,-,-,0.0,1.0
6194,2020/09,89.7,3430829000,732291000,-,-,0.0,3.0
6195,2021/06,-23.1,34615567000,-6895420000,-,-,1.0,3.0
6196,2020/09,78.3,6916705000,2981421000,24,-,2.0,2.0
6197,2021/03,30.7,106182000000,6062000000,19.5,51.98,4.0,4.0
6198,2020/09,35.3,12247806000,1981000,-,-,0.0,0.0
6199,2021/08,52.8,15263000000,1356000000,5.6,5.11,5.0,8.0
6200,2020/09,66.4,5119777000,784359000,9.25,75.48,0.0,0.0
6201,2021/03,49.8,2118302000000,118159000000,150,34.07,8.0,10.0
6203,2021/03,60.9,18765000000,554000000,20,25.52,0.0,10.0
6205,2021/03,27,12083000000,-2755000000,-,-,0.0,0.0
6208,2021/03,26.8,11383000000,160417000,-,-,0.0,10.0
6210,2021/03,62.6,24870000000,-211000000,5,-,0.0,0.0
6218,2021/03,30.3,22120000000,463000000,5,25.2,0.0,2.0
6222,2021/03,81.7,24489000000,-9143000000,20,-,0.0,0.0
6229,2021/03,64,8759358000,1009302000,40,8.84,0.0,0.0
6230,2021/03,54,22182155000,1612021000,75,11.76,0.0,0.0
6231,2021/03,49.4,10525608000,1399265000,25,9.96,0.0,0.0
6232,2021/03,88.6,620705000,-1139272000,-,-,0.0,0.0
6233,2020/09,35.2,8006367000,120440000,10,79.65,0.0,7.0
6235,2020/12,72.7,37491308000,8628345000,50,37.44,0.0,0.0
6236,2021/03,59.6,13607795000,820387000,15,6.1,0.0,3.0
6237,2021/03,69.7,28162392000,1706534000,29,26.86,3.0,3.0
6238,2021/03,82.3,24777265000,2736050000,36,59.33,1.0,8.0
6239,2021/06,61,6263111000,809536000,15,10.22,1.0,3.0
6240,2021/03,73.3,14587326000,-145699000,6,55.33,0.0,7.0
6245,2021/03,72.7,25800869000,2560116000,37,36.24,5.0,5.0
6246,2021/03,75.6,8089061000,836066000,18,76.95,4.0,5.0
6247,2021/03,81.6,28437000000,1409000000,30,57.92,0.0,3.0
6248,2021/03,81.5,1829186000,269799000,43,38.5,5.0,10.0
6249,2021/03,85.9,10562000000,1162000000,35,77.15,0.0,3.0
6250,2020/12,55.8,131972000000,9643000000,40,21.99,1.0,1.0
6254,2021/03,53.1,30361431000,3972959000,65,11.57,5.0,5.0
6255,2021/08,83.5,5217000000,691000000,2,18.7,0.0,3.0
6257,2021/03,80.4,26927000000,383000000,50,917.21,0.0,2.0
6258,2021/03,55.5,65255919000,4995273000,65,10.19,0.0,0.0
6262,2021/03,71.6,12422454000,516945000,7,24.56,0.0,0.0
6264,2021/08,64.9,5369000000,1207000000,24,31.23,1.0,1.0
6265,2020/12,90.5,2183479000,340226000,40,25.31,0.0,1.0
6266,2020/12,42.6,19516653000,1886824000,16,7.18,1.0,1.0
6267,2021/07,51.9,8787265000,1035025000,70,14.55,3.0,3.0
6268,2020/12,56.3,279358000000,28533000000,75,47.26,1.0,10.0
6269,2020/12,25.6,309925000000,-21614000000,45,-,0.0,1.0
6271,2021/03,93.9,15548000000,228000000,20,211.81,0.0,5.0
6272,2021/03,77.8,22280945000,1404090000,17,23.32,0.0,0.0
6273,2021/03,89.4,552178000000,153355000000,500,21.85,0.0,10.0
6276,2020/12,74.3,2691606000,-201186000,7.5,-,0.0,0.0
6277,2020/09,62.1,53497000000,4791000000,110,26.83,0.0,10.0
6278,2020/12,93,22817000000,2864239000,70,40.83,1.0,4.0
6279,2021/02,64.7,23087478000,1892290000,13.75,14.18,0.0,0.0
6281,2021/03,44.9,33478804000,1411301000,10,15.9,0.0,6.0
6282,2021/03,76.4,52977000000,3138000000,40,49.74,0.0,10.0
6284,2020/09,54.2,27254000000,4850000000,60,21.21,0.0,10.0
6286,2021/03,54.4,31666615000,778100000,16,-,1.0,6.0
6287,2021/03,53.3,109052000000,5847000000,70,17.98,0.0,10.0
6289,2021/08,75.7,27618000000,3997000000,70,62.35,2.0,2.0
6291,2020/12,64.4,12487337000,1414782000,33,17.31,2.0,10.0
6292,2021/03,49.9,16787932000,506000000,30,71.64,3.0,10.0
6293,2021/03,52,41604000000,1145000000,20,32.78,0.0,0.0
6294,2021/03,51,17591769000,1377110000,29,24.3,10.0,10.0
6297,2021/03,50.4,7541054000,260585000,10,8.58,2.0,2.0
6298,2021/03,37.5,24195000000,727000000,20,53.71,0.0,10.0
6299,2021/03,34.6,112405000000,5635000000,60,20.04,0.0,10.0
6301,2021/03,50.5,2189512000000,167328000000,55,50.71,0.0,0.0
6302,2021/03,47.6,849065000000,51342000000,65,20.14,0.0,0.0
6303,2021/03,73.6,11931000000,797000000,40,21.18,0.0,0.0
6305,2021/03,42.1,813331000000,28235000000,20,70.34,0.0,0.0
6306,2021/03,64.5,37866000000,2302000000,33,64.75,1.0,1.0
6307,2021/03,62.9,5340140000,604068000,14,28.93,3.0,10.0
6309,2020/10,77.2,39218418000,2260635000,48,30.61,1.0,10.0
6310,2020/12,32.4,149304000000,2084000000,-,-,0.0,0.0
6312,2021/02,67.7,16765389000,1147664000,20,33.63,0.0,5.0
6315,2021/03,60.2,29706793000,3618946000,16,15.03,0.0,8.0
6316,2020/09,49,34895000000,852000000,35,25.62,0.0,4.0
6317,2021/03,51,48753000000,551000000,20,191.8,3.0,10.0
6319,2021/03,66.2,15214323000,-607239000,10,-,0.0,10.0
6322,2021/03,65.7,8269988000,841555000,45,54.9,0.0,10.0
6323,2021/02,51.8,50803208000,9314172000,30,8.01,0.0,3.0
6324,2021/03,73.5,37034042000,865918000,20,290.61,0.0,0.0
6325,2021/03,80.7,6503884000,399862000,10,35.75,0.0,7.0
6326,2020/12,46.3,1853234000000,175284000000,36,34.12,0.0,10.0
6327,2021/06,38.1,4819356000,541050000,5,7.3,0.0,3.0
6328,2020/12,51.4,30250000000,3214000000,55,16.48,1.0,10.0
6330,2021/03,18.3,184000000000,1615000000,-,-,0.0,0.0
6331,2021/03,48.6,48753000000,2745000000,70,18.36,1.0,5.0
6332,2021/03,48.9,90553000000,5662000000,24,114.51,2.0,3.0
6333,2021/03,80.5,19910021000,2262914000,36,33.02,5.0,5.0
6334,2021/03,13.2,12949976000,-570403000,-,-,1.0,4.0
6335,2021/03,47.1,10897000000,141751000,-,0.28,0.0,0.0
6336,2021/01,29.6,11588490000,1078945000,10,11.22,0.0,3.0
6337,2021/03,92,3449000000,-448000000,10,-,0.0,0.0
6338,2020/09,60.6,4857598000,-71799000,10,-,0.0,1.0
6339,2021/03,60.2,82544000000,1718000000,24,211.39,6.0,10.0
6340,2021/06,58.1,103965000000,12700000000,70,18.81,0.0,10.0
6342,2021/03,61.8,3538441000,-81292000,50,2883.35,0.0,4.0
6343,2021/03,30.8,6788042000,801681000,0.5,-,0.0,10.0
6345,2021/03,80.7,59330782000,7051255000,32,35.28,1.0,10.0
6346,2021/03,86.2,862232000,712194000,170,17.29,0.0,0.0
6347,2021/03,55.5,2714648000,188513000,3.33,37.59,0.0,0.0
6349,2021/03,67.6,71825000000,-2332000000,20,-,0.0,0.0
6351,2021/03,81,45325000000,5549000000,36,20.48,2.0,3.0
6355,2021/03,31.8,41459000000,-500000000,-,-,0.0,0.0
6356,2021/03,75.4,7715126000,412327000,4,22.78,1.0,2.0
6357,2021/03,47.5,36537672000,1423486000,35,79.96,0.0,2.0
6358,2021/03,62.7,21624456000,701249000,80,8590.88,0.0,5.0
6360,2021/03,49.6,10708596000,620991000,40,13.2,1.0,10.0
6361,2020/12,44.9,522478000000,37879000000,90,23.57,1.0,3.0
6362,2021/03,46.8,10444000000,1218000000,60,21.31,0.0,10.0
6363,2021/03,47,50787000000,3591000000,21,14.46,0.0,0.0
6364,2021/03,68.8,32929473000,2489674000,22,37.96,0.0,10.0
6365,2021/03,68.5,21750000000,2547000000,110,19.12,3.0,3.0
6366,2021/03,11,315393000000,7015000000,-,-,0.0,1.0
6367,2021/03,51.4,2493386000000,238623000000,160,29.96,0.0,10.0
6368,2021/03,58.4,100638000000,9579000000,114,17.73,2.0,2.0
6369,2021/03,62.1,43617000000,2623000000,115,48,0.0,2.0
6370,2021/03,59.6,267749000000,31529000000,66,42.35,10.0,10.0
6371,2021/03,60.5,193399000000,8896000000,75,38.25,0.0,10.0
6373,2021/03,33.9,42478000000,1241000000,15,15.54,0.0,0.0
6376,2020/12,31.6,158542000000,10229000000,20,21.71,0.0,10.0
6378,2021/03,44.6,21516000000,1900000000,15,18.38,0.0,9.0
6379,2021/03,75,145914000000,10386227000,55,39.09,2.0,2.0
6380,2021/03,38.2,2929750000,8352000,-,-,0.0,10.0
6381,2021/03,65.2,35588516000,3444393000,24,38.19,2.0,3.0
6382,2021/03,65,35362006000,2378418000,30,30.37,1.0,1.0
6383,2021/03,57.7,473902000000,44566000000,80,29.2,0.0,0.0
6384,2021/03,65.4,10719753000,1406585000,60,36.34,0.0,6.0
6387,2021/07,78,5746666000,989423000,30,26.57,1.0,3.0
6390,2021/03,43.6,58519000000,-2810000000,10,-,0.0,0.0
6391,2021/03,74.3,5743183000,382990000,40,21.51,0.0,1.0
6392,2021/03,71.7,10102000000,1220726000,93,24.02,8.0,10.0
6393,2021/03,48.1,23110593000,616605000,80,50.4,0.0,3.0
6395,2021/03,44.5,186040000000,-4196000000,3,-,1.0,9.0
6396,2021/03,29.3,4042277000,225947000,30,15.1,0.0,0.0
6400,2020/12,22.3,5912744000,283107000,5,39.75,0.0,9.0
6402,2021/03,56.2,11606947000,1081670000,63,33.34,1.0,2.0
6403,2021/03,44.7,25166000000,1525000000,55,29.12,3.0,3.0
6405,2021/03,82.9,9486060000,919177000,20,18.92,0.0,10.0
6406,2021/03,54.8,169573000000,13288000000,60,43.65,3.0,10.0
6407,2021/03,63.8,106723000000,7698000000,25,25.45,0.0,0.0
6408,2021/03,35.4,33609000000,-478000000,100,-,0.0,1.0
6409,2021/03,45.4,51805000000,4457000000,30,31.44,3.0,10.0
6411,2020/12,72.6,28244043000,1192590000,300,166.58,0.0,1.0
6412,2021/03,52.6,107744000000,5311000000,80,912.14,0.0,6.0
6413,2021/03,74.7,68434000000,1395000000,40,31.5,0.0,0.0
6414,2021/03,38.7,18159275000,539946000,12,25.42,0.0,2.0
6416,2021/03,71.7,5575936000,-1029548000,-,-,0.0,4.0
6417,2021/03,91.4,58129000000,6587000000,150,159.61,0.0,10.0
6418,2021/03,69.6,17010972000,-2589337000,-,-,0.0,0.0
6419,2021/03,90.2,14760826000,1130611000,70,144.85,0.0,4.0
6420,2021/03,66.7,82451000000,8054000000,53,15.26,0.0,10.0
6424,2021/03,24.7,12749359000,943000000,12,10.26,1.0,10.0
6425,2020/12,62.9,90871000000,2555000000,-,-,0.0,0.0
6428,2021/03,45.6,12806882000,1535326000,9,17.12,0.0,3.0
6430,2021/03,74.6,23228774000,490902000,40,96.52,0.0,2.0
6432,2021/02,77.8,112254000000,13207000000,53,24.44,10.0,11.0
6433,2021/03,65.5,2248947000,88092000,1,0.17,0.0,0.0
6436,2021/03,73.6,113598000000,9934000000,65,78.68,7.0,10.0
6440,2020/12,28.2,70401000000,-4469000000,20,-,0.0,0.0
6444,2021/03,-11.9,137477000000,-18456000000,-,-,0.0,3.0
6445,2021/03,54.7,43839000000,4931000000,25,7.33,0.0,10.0
6448,2021/03,64.9,631812000000,42731000000,60,60.48,0.0,10.0
6454,2021/03,76.7,64029000000,6685000000,48,43.64,2.0,10.0
6455,2021/03,63.7,84667000000,8855000000,38,27.7,2.0,2.0
6457,2021/03,58.6,217423000000,14201000000,66,76.62,1.0,1.0
6458,2021/03,70.9,39177000000,6565000000,50,30.15,6.0,10.0
6459,2020/12,84.4,39817841000,5039605000,20,32.64,0.0,0.0
6460,2021/03,69,277748000000,6553000000,30,553.53,0.0,10.0
6461,2021/03,46.4,45276000000,-165000000,20,-,0.0,10.0
6462,2021/03,67.7,69720000000,2728000000,90,55.43,0.0,1.0
6463,2021/03,47.6,152002000000,9896000000,44,33.19,4.0,10.0
6464,2020/12,34.2,52024000000,3611000000,24,109.59,0.0,0.0
6465,2020/12,69.3,238314000000,18447000000,110,69.62,0.0,10.0
6466,2020/09,72.9,8824693000,885622000,45,15.16,3.0,4.0
6467,2021/03,70.4,10823332000,-339517000,4,-,0.0,0.0
6469,2021/02,28.3,10927139000,-556679000,-,-,0.0,0.0
6470,2021/03,55.9,92945000000,710000000,20,164.33,0.0,0.0
6471,2021/03,47.5,747559000000,6364000000,20,2888.17,0.0,0.0
6472,2021/03,20.4,562847000000,-3138000000,-,-,0.0,0.0
6473,2021/03,42.7,1246286000000,12920000000,16,1029,0.0,0.0
6474,2020/11,39.9,201055000000,6850000000,50,101.06,0.0,0.0
6479,2021/03,46.2,988424000000,51166000000,36,29.5,0.0,3.0
6480,2021/03,58.7,44342000000,-559000000,8,302.33,0.0,0.0
6481,2020/12,57.9,218998000000,-8499000000,15,-,0.0,0.0
6482,2021/03,83.5,18473964000,2522141000,18,27.93,2.0,2.0
6484,2021/03,72.1,25441301000,3034963000,47,18.62,0.0,10.0
6485,2021/03,82.7,27512000000,2598000000,22.5,25.88,1.0,1.0
6486,2021/03,47.8,130513000000,5802000000,50,61.2,0.0,10.0
6488,2021/03,86.3,6263503000,456614000,15,36.84,0.0,6.0
6489,2021/05,58.1,31810000000,3221000000,20,12.17,2.0,2.0
6490,2021/03,83.3,30200000000,4847000000,50,27.84,0.0,0.0
6492,2020/11,70,6362000000,147154000,20,9.22,0.0,7.0
6493,2021/03,41.7,34705315000,18808000,7,30.1,0.0,0.0
6494,2021/03,75.5,2309458000,168030000,-,-,,
6495,2021/03,46.5,4652555000,84884000,-,106.54,0.0,0.0
6496,2021/05,81.2,17558484000,788115000,100,53.49,0.0,1.0
6497,2020/12,75.9,8276108000,491111000,25,44.19,0.0,3.0
6498,2020/12,52.8,84245000000,3751000000,9,65.17,0.0,0.0
6501,2021/03,29.7,8729196000000,495180000000,105,19.26,4.0,10.0
6502,2021/03,33.3,3054375000000,104402000000,80,7.96,0.0,0.0
6503,2021/03,57.4,4191433000000,230195000000,36,40.02,0.0,7.0
6504,2021/03,39.6,875927000000,48595000000,85,27.26,0.0,10.0
6505,2021/05,46.2,33143000000,423000000,30,27.43,0.0,1.0
6506,2021/02,50.5,389712000000,27180000000,24,52.48,0.0,0.0
6507,2021/03,47,87312000000,4891000000,35,24.29,0.0,0.0
6508,2021/03,34.6,231254000000,8384000000,48,27.95,1.0,10.0
6513,2021/03,51.8,25926000000,-904617000,21,-,0.0,0.0
6516,2021/03,61.8,77506000000,4830000000,90,23.03,0.0,0.0
6517,2021/03,75.1,55006000000,5332000000,47,25.8,3.0,10.0
6518,2021/03,59.4,12926811000,385052000,22,24.54,0.0,10.0
6531,2021/06,12.2,2722743000,-50167000,-,-,0.0,0.0
6532,2021/02,65.3,42873000000,13551000000,170,17.56,3.0,3.0
6533,2020/12,38.9,11825546000,686298000,7,12.61,2.0,2.0
6535,2021/07,77.4,17833542000,3382383000,100,93.1,0.0,3.0
6537,2020/12,44,2182053000,-124677000,-,-,0.0,0.0
6538,2021/03,65.4,2320000000,527141000,-,0,0.0,1.0
6539,2021/03,92.1,3369685000,1239951000,15,34.58,0.0,5.0
6540,2020/12,68.6,21707313000,380755000,20,126.94,0.0,0.0
6541,2021/03,50.3,2691171000,1164853000,9,19.69,4.0,4.0
6542,2021/06,55.6,8189192000,895349000,18.18,28.63,0.0,0.0
6543,2021/02,64.7,4829398000,292881000,42,43.2,0.0,6.0
6544,2021/03,50.2,24521058000,3612223000,12,30.89,0.0,0.0
6545,2021/03,43.4,3468651000,165366000,-,-,0.0,2.0
6546,2020/12,59.3,11670589000,544909000,27,54.08,0.0,0.0
6547,2021/06,-17,15711294000,-8573474000,-,-,0.0,0.0
6548,2021/03,8.8,1654950000,-2044855000,-,-,0.0,2.0
6549,2021/03,42.3,14621981000,659369000,-,-,,
6550,2021/03,10,1964688000,-517904000,-,-,0.0,2.0
6551,2020/09,13.5,12098965000,-610462000,-,-,0.0,0.0
6552,2021/05,65.3,2880000000,-209799000,-,-,0.0,2.0
6553,2020/12,43.9,20447631000,381442000,6,120.09,0.0,0.0
6554,2020/09,60.1,8967051000,208131000,7,22.71,0.0,2.0
6555,2021/02,71.4,1308410000,-304995000,9.25,-,0.0,0.0
6556,2021/03,86.8,8176190000,2037849000,16,16.79,1.0,1.0
6560,2020/12,40.3,5555735000,478608000,-,-,0.0,4.0
6561,2020/12,16.5,948168000,-2186980000,-,-,0.0,0.0
6562,2021/03,47,14061504000,195674000,-,-,0.0,2.0
6563,2020/09,52.7,4155633000,77196000,-,-,0.0,2.0
6564,2021/03,38.8,5701605000,1883993000,2.5,6.47,1.0,1.0
6565,2021/03,29.3,4739254000,44336000,1,844.54,0.0,4.0
6566,2021/03,75.7,11002265000,896312000,11,28.24,0.0,0.0
6567,2021/05,43,8218529000,337508000,7,8.49,1.0,1.0
6568,2021/03,79.2,6029084000,635468000,25,48.44,0.0,7.0
6569,2021/03,59,68213000000,2599000000,20.1,53.08,0.0,0.0
6570,2021/03,27.7,10710003000,23746000,14,-,0.0,7.0
6571,2021/06,33.2,18933000000,463000000,-,227.88,0.0,0.0
6574,2021/03,32.8,1616004000,-313309000,-,-,0.0,0.0
6575,2021/03,42.5,2492319000,-59345000,-,-,0.0,0.0
6577,2021/07,24.3,83000000,-138000000,-,-,0.0,3.0
6578,2021/02,50,4047363000,-1273041000,5,32.94,0.0,2.0
6579,2021/03,53.4,3961168000,174647000,-,-,0.0,1.0
6580,2021/03,82,2134125000,602563000,-,0,0.0,2.0
6584,2021/03,37.7,113657000000,3486000000,15,12.53,0.0,0.0
6586,2021/03,80.9,608331000000,88464000000,69,23.2,0.0,0.0
6588,2021/03,35.5,405694000000,8263000000,20,7.7,0.0,0.0
6590,2021/03,37.5,44794000000,2957000000,110,24.68,0.0,0.0
6592,2020/12,91,116432000000,12900000000,135,50.5,0.0,10.0
6594,2021/03,48.6,1618064000000,160011000000,60,28.83,1.0,1.0
6599,2021/03,75.2,3202326000,298552000,18,10.24,0.0,0.0
6615,2021/03,22,136179000000,857000000,-,-,0.0,0.0
6616,2021/03,62.8,23712981000,1209294000,36,42.28,3.0,7.0
6617,2021/03,48.7,91939000000,3382000000,50,57.53,0.0,7.0
6618,2021/03,26.5,10752637000,314866000,8,29.87,0.0,7.0
6622,2021/03,52.1,145144000000,12183000000,90,21.71,3.0,10.0
6625,2021/03,37.9,2717010000,1272859000,2,17.7,0.0,8.0
6626,2021/03,59.1,17870948000,2776778000,40,2.95,0.0,0.0
6627,2020/12,42.5,18339849000,429020000,-,-,0.0,7.0
6628,2021/03,-39.5,8873000000,-3918000000,-,0,,
6629,2021/03,32.2,26481026000,2420788000,20,9.42,1.0,6.0
6630,2021/04,65.3,36631026000,6116800000,8.1,5.31,0.0,0.0
6632,2021/03,24.5,273609000000,4893000000,5,38.02,0.0,0.0
6633,2020/12,51.9,3684797000,192236000,7,158.83,0.0,0.0
6635,2020/12,15.9,28004409000,205515000,10,17.2,0.0,0.0
6637,2021/03,71.7,34724283000,2297350000,16,14.26,1.0,10.0
6638,2021/03,31.8,48722930000,-509812000,7.5,-,0.0,0.0
6639,2021/03,54.4,27439884000,1656451000,40,22.53,0.0,4.0
6640,2020/12,60.4,54531000000,2911000000,25,40.66,0.0,2.0
6641,2021/03,67.1,124663000000,15171000000,32,31.14,0.0,10.0
6643,2021/03,64.1,22593955000,1549593000,80,27.85,1.0,1.0
6644,2021/03,51.2,76255000000,2684000000,20,203.11,0.0,4.0
6645,2021/03,74,655529000000,62480000000,84,39.29,0.0,4.0
6647,2021/03,46.8,9591100000,329097000,30,33.63,1.0,1.0
6648,2021/03,71.4,18623000000,1495139000,80,26.64,0.0,10.0
6651,2021/03,77.1,137902000000,12333000000,66,25.25,1.0,2.0
6652,2021/03,48.7,53983000000,4041000000,50,54.62,0.0,10.0
6653,2020/12,42.4,23383000000,1325000000,25,23.2,6.0,8.0
6654,2021/01,93.6,3659987000,287715000,32,92.33,0.0,11.0
6656,2021/04,28,1273820000,-277780000,-,-,1.0,2.0
6658,2021/03,11.4,22355000000,119000000,-,-,0.0,0.0
6659,2021/03,42,2484301000,-238444000,-,0,0.0,7.0
6662,2021/06,89.5,1291069000,-138676000,-,-,0.0,10.0
6663,2020/12,53.5,3175189000,-425693000,3,-,0.0,1.0
6666,2021/03,20.6,5458215000,577085000,5,-,0.0,0.0
6668,2021/08,52.9,8003000000,1102000000,12,-,1.0,7.0
6670,2021/03,59,174173000000,15758000000,31,23.04,7.0,7.0
6674,2021/03,46.8,386511000000,24810000000,50,24.81,0.0,7.0
6675,2021/03,62.6,36561000000,2288000000,30,-,2.0,2.0
6676,2021/03,60.8,129912000000,8848000000,70,15.12,0.0,1.0
6677,2020/09,70.4,19104575000,-659332000,10,-,0.0,0.0
6678,2021/03,85.2,9040115000,1607791000,51,36.03,3.0,10.0
6694,2020/12,50.2,10419513000,755250000,62,15.46,1.0,1.0
6698,2021/03,69.4,3760670000,652217000,8,9.29,0.0,6.0
6699,2021/03,11,70639000000,2247000000,15,53.68,1.0,1.0
6701,2021/03,35.7,2994023000000,153759000000,90,14.23,1.0,1.0
6702,2021/03,45.5,3589702000000,266324000000,200,19.76,4.0,6.0
6703,2021/03,30.3,392868000000,9509000000,20,-,0.0,6.0
6704,2021/03,69.2,21706000000,-968000000,40,-,0.0,0.0
6706,2021/03,75.2,41478000000,1583000000,45,47.01,0.0,2.0
6707,2021/03,35.8,156795000000,-1198000000,-,-,0.0,4.0
6709,2021/03,58.1,7102462000,301401000,7,42.29,0.0,3.0
6715,2021/03,76.5,17663000000,397000000,40,81.55,0.0,0.0
6718,2021/03,81.9,46141000000,3622000000,65,27.7,2.0,5.0
6723,2020/12,38.3,715673000000,65142000000,-,-,0.0,0.0
6724,2021/03,47.4,995940000000,47654000000,62,69.36,0.0,7.0
6727,2021/03,52.9,108531067000,13407240000,19,11.12,1.0,3.0
6728,2021/06,57,183011000000,17197000000,95,26.62,0.0,0.0
6730,2021/03,90.1,8999000000,536000000,31,34.93,1.0,1.0
6734,2021/02,58.4,3134333000,400774000,25,16.19,0.0,4.0
6736,2021/03,28.9,26662815000,687283000,10,-,0.0,0.0
6737,2021/03,76.3,76565000000,7935000000,115,38.1,7.0,10.0
6741,2021/03,59.9,92755000000,5713000000,27,32.97,6.0,6.0
6742,2021/03,36.4,62218000000,1214000000,15,-,2.0,10.0
6743,2021/03,50.2,22943736000,1847990000,10,16.41,0.0,10.0
6744,2021/03,73.3,107897000000,11053000000,33,26.56,7.0,10.0
6745,2021/03,57.5,76567000000,5180000000,29,17.75,1.0,10.0
6748,2020/12,43.9,18297958000,695251000,10,32.2,0.0,7.0
