コード,年度,自己資本比率,売上高,営業利益,一株配当,配当性向,連続増配,減配なし
4420,2020/12,76.9,9042716000,682514000,5.5,21.06,0.0,2.0
4421,2020/09,51.6,4283297000,106774000,12.5,48.95,0.0,0.0
4423,2021/03,26.3,53328000000,8867000000,55.37,47.84,1.0,1.0
4424,2020/09,56.3,7524525000,1097993000,-,-,0.0,1.0
4425,2021/03,94.4,127864000,-451171000,-,-,0.0,0.0
4427,2020/09,41.3,8048396000,792876000,30,46.84,1.0,1.0
4428,2020/12,76.9,909828000,22932000,-,-,0.0,0.0
4429,2021/02,60,4431006000,601875000,-,-,0.0,1.0
4430,2021/05,52,6676935000,465765000,15,18.32,1.0,1.0
4431,2021/04,81.7,3324452000,845474000,-,-,0.0,0.0
4432,2021/02,45.9,18285444000,3207018000,24,-,0.0,0.0
4433,2021/08,45.2,84225000000,4787000000,24.5,13.52,1.0,1.0
4434,2021/02,82.6,8029275000,419799000,-,-,0.0,1.0
4435,2021/03,31.9,3402279000,-11040000,-,-,0.0,0.0
4436,2021/03,56,4158862000,759502000,18,38.96,0.0,0.0
4437,2021/03,56.9,5442059000,159859000,-,-,0.0,3.0
4438,2020/12,88.3,864644000,-237542000,-,-,0.0,0.0
4439,2021/08,62.7,13027000000,392000000,11,26.45,0.0,0.0
4440,2021/08,79.2,2198000000,276000000,6,11.81,1.0,1.0
4441,2020/10,81.7,1234315000,498654000,10.8,34.5,1.0,3.0
4442,2021/03,58.8,5262208000,344719000,-,-,0.0,0.0
4448,2020/12,70.6,2424339000,327164000,-,-,0.0,0.0
4450,2020/12,78.3,2678264000,83121000,-,-,0.0,0.0
4452,2020/12,55.5,1381997000000,175563000000,140,51.52,10.0,10.0
4461,2021/03,40.7,59140000000,4485000000,70,27.78,0.0,10.0
4462,2021/03,82.3,16967382000,1705613000,43,21.35,1.0,1.0
4463,2020/12,39.5,41179000000,1416000000,10,18.49,0.0,0.0
4464,2021/03,87.1,26802707000,3208792000,32,36.32,5.0,10.0
4465,2021/05,55.2,18436868000,2448890000,26,22.01,0.0,10.0
4471,2021/03,71.8,144757000000,11932000000,150,42.52,6.0,10.0
4475,2020/09,43,4152655000,538649000,-,-,0.0,0.0
4476,2020/12,78.5,1908451000,191065000,-,-,0.0,0.0
4479,2021/09,66.2,3225281000,510249000,-,-,0.0,0.0
4480,2020/12,62.6,6830791000,396094000,-,-,0.0,1.0
4481,2020/12,65.4,12400700000,2438544000,60,30.62,0.0,0.0
4482,2020/12,46.2,2433433000,399661000,-,16.45,0.0,0.0
4485,2021/03,42.6,3501932000,418671000,-,-,0.0,0.0
4486,2020/12,67.2,1732506000,216731000,6,9.12,0.0,0.0
4487,2020/12,55.2,804633000,-127080000,-,-,0.0,0.0
4488,2021/03,56.3,4597295000,2360632000,-,-,0.0,1.0
4490,2021/02,51.8,1604316000,208448000,-,-,0.0,1.0
4491,2021/03,63.5,6233729000,385065000,40,14.21,0.0,0.0
4492,2021/03,64.2,4079318000,254165000,20,3.65,0.0,0.0
4496,2021/03,69.9,2520037000,572336000,-,-,0.0,0.0
4502,2021/03,40.1,3197812000000,509269000000,180,75.36,0.0,10.0
4503,2021/03,61,1249528000000,136051000000,42,63.26,8.0,10.0
4506,2021/03,44.4,515952000000,71224000000,28,19.78,0.0,10.0
4507,2021/03,84.7,297177000000,117438000000,108,29.08,8.0,10.0
4512,2021/03,78.1,8895838000,-754947000,-,-,0.0,1.0
4516,2021/03,82.4,121885000000,26134000000,99,29.93,8.0,10.0
4517,2021/03,91.1,10811181000,2058209000,60,46.35,0.0,2.0
4519,2020/12,79.3,786946000000,301230000000,55,42.6,0.0,0.0
4521,2021/03,83.4,74979000000,17788000000,150,43.36,0.0,10.0
4523,2021/03,64.5,645942000000,51766000000,160,108.9,1.0,10.0
4524,2021/03,71.1,9429000000,223000000,37.5,73.79,0.0,1.0
4526,2021/03,43.3,77722000000,1367000000,42,-,1.0,1.0
4527,2021/03,68.9,181287000000,22990000000,28,17.71,1.0,1.0
4528,2021/03,85.1,309284000000,98330000000,50,29.76,0.0,10.0
4530,2021/02,84.1,114510000000,10671000000,83.5,73.55,8.0,11.0
4531,2021/03,52.1,11091000000,218000000,3,14.93,0.0,0.0
4534,2021/03,78.5,102995000000,12003000000,90,36.1,0.0,0.0
4536,2021/03,76.4,249605000000,12917000000,28,163.81,1.0,10.0
4538,2021/03,48.2,49251000000,2351000000,60,32.73,0.0,0.0
4539,2021/03,38.2,31541000000,564000000,50,36.57,0.0,0.0
4540,2021/03,68.3,116413000000,19382000000,64,31.93,0.0,10.0
4541,2021/03,30.6,188770000000,107000000,25,-,0.0,6.0
4543,2021/03,63.4,613842000000,98386000000,29,27.38,10.0,10.0
4544,2021/03,45.6,223016000000,25392000000,144,37.62,0.0,10.0
4547,2021/03,81.6,69044000000,1505000000,54,46.83,10.0,10.0
4548,2021/03,91,27734000000,1530000000,24,30.43,0.0,2.0
4549,2021/03,74.3,38667000000,6612000000,41,23.39,0.0,10.0
4550,2021/03,90.7,11971000000,793000000,30,68.14,0.0,0.0
4551,2020/12,91.3,41700000000,4738000000,48,38.54,0.0,10.0
4552,2021/03,51.3,30085000000,8269000000,12,15.71,0.0,0.0
4553,2021/03,47.5,154900000000,19923000000,44,15.51,2.0,10.0
4554,2020/09,64.5,33793000000,3139000000,29,43.36,0.0,10.0
4556,2021/03,66.9,4257859000,632301000,15,16.02,0.0,10.0
4558,2021/03,47.3,5827026000,225575000,7,46.64,0.0,10.0
4559,2021/03,45.9,52757184000,3442076000,34,49.99,0.0,10.0
4568,2021/03,61,962516000000,63795000000,27,64.44,0.0,0.0
4569,2021/03,74.6,102904000000,5786000000,75,71.14,0.0,9.0
4574,2020/12,71.7,17582000000,5650987000,25,22.74,1.0,1.0
4575,2021/06,27.2,108945000,-547671000,-,-,0.0,10.0
4577,2021/05,72.1,48714993000,5908827000,46,15.49,2.0,10.0
4578,2020/12,70.5,1422826000000,198582000000,100,37.6,0.0,10.0
4581,2021/03,83.1,281980000000,19965000000,100,65.99,0.0,0.0
4582,2020/12,64.3,2987051000,-4506220000,-,-,0.0,1.0
4584,2021/03,38,996543000,-969687000,-,-,0.0,0.0
4587,2020/12,80.5,11677253000,6991323000,-,-,0.0,3.0
4588,2020/12,71.4,314179000,-1674652000,-,-,0.0,0.0
4592,2021/01,61,-,-5801740000,-,-,0.0,4.0
4593,2020/12,33.9,27000000,-4183000000,-,0,0.0,5.0
4595,2020/12,62.5,4205453000,416222000,10,90.16,0.0,0.0
4597,2020/12,63.2,454000000,-4116000000,-,0,0.0,4.0
4598,2021/03,96.1,300000000,-852231000,-,-,0.0,2.0
4611,2021/03,56,63160000000,2828000000,25,35.92,0.0,10.0
4612,2020/12,35.2,781146000000,86933000000,9,32.34,0.0,0.0
4613,2021/03,47.3,364620000000,31228000000,30,38.68,0.0,10.0
4615,2021/03,51.2,20193000000,51000000,5,22.68,0.0,10.0
4616,2020/11,33.5,4880826000,-62083000,25,-,0.0,10.0
4617,2021/03,55.3,82442000000,6560000000,34,59.09,0.0,10.0
4619,2021/03,56.4,48004000000,858000000,38,64.49,5.0,10.0
4620,2021/03,63,49498467000,1619896000,16,41.73,0.0,10.0
4621,2021/03,82.7,23374000000,1585000000,17.5,23.53,0.0,2.0
4623,2021/03,65.8,15845204000,1020697000,65,35.48,0.0,10.0
4624,2021/03,81.5,7158525000,527072000,50,18.71,0.0,2.0
4625,2021/03,66.5,11122609000,644946000,15,25.96,0.0,10.0
4626,2021/03,42.5,80991000000,13943000000,160.2,39.08,0.0,1.0
4627,2020/10,77.3,16247002000,1441297000,40,29.36,0.0,6.0
4628,2021/03,84.5,85174000000,9942000000,400,13.38,0.0,10.0
4629,2021/03,66.5,25645706000,1629980000,39,14.87,1.0,2.0
4631,2020/12,38.9,701223000000,39663000000,100,64.47,0.0,1.0
4633,2020/12,52.6,161507000000,7212000000,30,33.21,0.0,4.0
4634,2020/12,55.2,257675000000,12909000000,90,87.32,0.0,10.0
4635,2021/03,54.7,38165000000,256000000,80,34.83,0.0,10.0
4636,2021/03,65.6,42205000000,198000000,15,38.7,0.0,3.0
4641,2020/12,60.7,35753733000,3640561000,75,49.45,8.0,8.0
4642,2020/12,81.2,6274130000,664987000,32,46.93,7.0,10.0
4644,2021/03,88.1,7205125000,1423503000,40,28.18,1.0,3.0
4645,2021/02,13,16007559000,543000000,8,-,0.0,1.0
4650,2021/03,21.6,3662367000,-270678000,-,0,0.0,1.0
4653,2021/03,54.4,23323080000,-1545154000,-,-,0.0,0.0
4657,2021/06,41.9,4391040000,252272000,8,10.11,1.0,2.0
4658,2021/03,57.4,49152000000,3007000000,28.5,49.45,6.0,6.0
4659,2021/03,78.5,27966137000,4720000000,76,18.99,5.0,10.0
4661,2021/03,73,170581000000,-45989000000,26,-,4.0,10.0
4662,2021/03,62.1,23485572000,1450159000,24,29.36,3.0,3.0
4664,2021/03,46.9,5935746000,202471000,10,9.97,0.0,3.0
4665,2021/03,77.2,153770000000,4651000000,40,90.93,2.0,5.0
4666,2020/10,10.5,268904000000,-14698000000,-,-,0.0,0.0
4667,2021/03,81.1,3589088000,244877000,13,54.86,7.0,9.0
4668,2021/08,68.4,19039000000,969000000,20,55,0.0,1.0
4669,2020/12,18,8157000000,335360000,14,28.37,0.0,0.0
4671,2021/03,55,43608000000,2614000000,54,14.52,8.0,10.0
4673,2020/11,41.5,7663581000,172034000,50,38.07,0.0,10.0
4674,2021/03,64.2,39706144000,3484456000,38,28.69,1.0,1.0
4676,2021/03,57.9,519941000000,16274000000,36,92.22,0.0,6.0
4678,2021/03,41.9,10816627000,378732000,8,0.01,0.0,1.0
4680,2021/03,27,60967000000,-19286000000,20,-,0.0,10.0
4681,2021/03,28.4,167538000000,14707000000,30,-,0.0,0.0
4684,2021/03,89.2,83862000000,48077000000,185,39.79,8.0,10.0
4685,2021/03,59.7,31557000000,2287000000,60,24.51,0.0,0.0
4686,2021/03,81,41174000000,15069000000,13,5.86,2.0,10.0
4687,2021/03,73.3,27292772000,2358559000,24,34.34,6.0,10.0
4689,2021/03,40.1,1205846000000,162125000000,5.56,60.15,0.0,10.0
4690,2021/03,48,6962449000,586910000,35,13.01,0.0,10.0
4691,2021/03,24.4,4761970000,-7056697000,-,-,1.0,1.0
4694,2021/03,63.5,138571000000,19936000000,70,13.33,2.0,10.0
4696,2020/12,-3.3,19678000000,-10983000000,-,-,0.0,0.0
4699,2021/07,48.6,21105473000,2855434000,70,8,2.0,10.0
4704,2020/12,49.7,174061000000,39464000000,153,82.75,0.0,0.0
4705,2021/03,89,3196784000,216443000,40,171.27,0.0,3.0
4707,2020/10,48.9,2838291000,232383000,5,15.62,0.0,1.0
4708,2021/03,67.4,127603000000,9672000000,42,34.13,1.0,6.0
4709,2021/03,55.7,25766736000,1372884000,33.33,76.47,1.0,10.0
4712,2020/12,48.4,10700278000,1605248000,10,11.97,1.0,4.0
4714,2021/02,46.7,25201586000,1010599000,9.5,79.31,0.0,0.0
4716,2021/05,65.8,208523000000,70904000000,1146,38.83,3.0,3.0
4718,2021/03,59.2,25453857000,1064000000,20,60.24,3.0,6.0
4719,2021/03,81.7,31318573000,3370342000,50,43.07,1.0,2.0
4720,2021/03,48.2,5709663000,-637368000,5,-,0.0,7.0
4722,2020/12,76.6,44311243000,5235052000,40,48.06,8.0,10.0
4725,2020/12,57,48539000000,1948000000,60,54.46,3.0,3.0
4726,2021/03,47.1,70451000000,3855000000,40,29.08,2.0,10.0
4728,2021/08,84.5,5960000000,266000000,25,128.04,0.0,10.0
4732,2021/03,81.3,74874000000,36227000000,55.5,357.14,10.0,10.0
4733,2021/03,81.2,29252330000,12942282000,55,38.86,6.0,10.0
4734,2021/03,45.9,6468000000,447000000,-,64.55,0.0,0.0
4735,2021/05,17.3,23145033000,77278000,7.3,79.21,5.0,5.0
4736,2021/03,62.8,3008076000,-124412000,5,-,0.0,5.0
4739,2021/03,55.1,479879000000,43625000000,64,47.03,10.0,10.0
4743,2021/03,75.2,16289970000,2186871000,23,37.28,3.0,10.0
4745,2021/02,72.2,19142131000,613398000,26,278.88,0.0,9.0
4746,2020/12,80.8,15848787000,2903531000,125,40.38,7.0,9.0
4748,2021/06,46,13631122000,1718297000,120,47.92,9.0,9.0
4750,2021/04,66.4,8653603000,-131101000,21,424.34,0.0,4.0
4751,2020/09,34.3,478566000000,33880000000,8.5,62.91,2.0,5.0
4752,2021/03,54.9,6013545000,504755000,29,30.71,0.0,3.0
4754,2020/09,67.3,9948456000,431905000,15,36.78,0.0,0.0
4755,2020/12,4.9,1455538000000,-93849000000,4.5,-,0.0,10.0
4760,2021/08,36.2,5764000000,-88000000,40,-,0.0,0.0
4761,2021/03,73.7,24658000000,802000000,12,18.21,0.0,0.0
4762,2021/03,85.9,5039496000,694374000,28,40.11,0.0,10.0
4763,2021/02,56.2,37314134000,2447620000,16,19.88,10.0,11.0
4765,2021/03,84.6,7485655000,1765406000,16,97.44,5.0,5.0
4766,2020/12,36.4,1600628000,-205061000,-,-,0.0,1.0
4767,2021/06,76.5,12209473000,655751000,12.9,143.97,1.0,1.0
4768,2020/12,58.8,836323000000,56309000000,115,53.06,10.0,10.0
4769,2020/09,70,8487019000,591487000,33,25.23,5.0,10.0
4770,2021/03,77.7,617113000,-62984000,-,-,0.0,6.0
4771,2021/03,81.7,8164721000,1219161000,28,47.96,8.0,10.0
4772,2020/12,63.6,4270009000,-1200212000,-,0,0.0,2.0
4776,2020/12,52.4,15674000000,2270000000,11,31.92,2.0,7.0
4781,2021/03,59.9,114967000000,6485000000,80,28.43,10.0,10.0
4783,2021/03,38.3,17563151000,242508000,14,76.97,0.0,9.0
4784,2020/12,44.7,34519549000,365413000,8.2,46.12,5.0,5.0
4792,2021/03,74.4,15315397000,2252144000,37,51.78,0.0,10.0
4800,2021/03,82.7,4030044000,1058495000,17,27.28,2.0,10.0
4801,2021/03,50.6,36027000000,878000000,5,-,0.0,0.0
4809,2020/09,43.4,12471000000,1393000000,55,70.45,9.0,10.0
4812,2020/12,61.3,108679000000,12189000000,46,37.61,0.0,0.0
4813,2021/01,93.2,7516733000,-2641849000,-,-,0.0,0.0
4816,2021/03,80.7,51595000000,15503000000,70,25.88,0.0,6.0
4819,2021/03,34.8,40478000000,15244000000,32,17.86,3.0,3.0
4820,2020/12,76.4,9660000000,1037000000,10,66.85,1.0,1.0
4824,2021/07,77,1778697000,166896000,1,2,0.0,2.0
4825,2021/05,86.8,18843115000,2444832000,100,58.86,0.0,10.0
4826,2021/06,80.6,20392280000,1386621000,23,36.27,0.0,3.0
4828,2021/03,60.2,17707073000,2032547000,70,22.03,5.0,5.0
4829,2021/05,82.5,4346995000,338487000,3,59.67,0.0,3.0
4832,2021/03,56.4,46467767000,4666046000,60,30.54,7.0,10.0
4837,2021/03,18.8,110148000000,690000000,0,36.03,0.0,0.0
4838,2021/03,56.9,11763964000,-453176000,10,-,0.0,5.0
4839,2021/03,68.2,79165000000,6789000000,80,73.39,0.0,10.0
4840,2020/12,62.3,1004281000,98410000,12,4299.3,0.0,0.0
4845,2021/06,50,8734619000,220336000,34,17.1,10.0,10.0
4847,2021/06,67.9,11187679000,1130503000,13,31.27,2.0,6.0
4848,2020/12,68.9,43226000000,6131000000,41,35.93,7.0,7.0
4849,2021/03,77.8,42725000000,7771000000,37.1,101.8,8.0,8.0
4880,2020/10,86.7,1855475000,415551000,-,-,0.0,0.0
4885,2021/05,28.9,4942963000,369336000,15,0.82,0.0,0.0
4901,2021/03,62.1,2192519000000,165473000000,100,20.96,10.0,10.0
4902,2021/03,41.5,863381000000,-16266000000,25,-,0.0,0.0
4911,2020/12,40.2,920888000000,14963000000,40,-,0.0,0.0
4912,2020/12,53.2,355352000000,44074000000,23,21.4,5.0,8.0
4914,2021/03,54.2,150367000000,6289000000,55,17.81,1.0,1.0
4917,2021/03,73.1,63310000000,-793000000,32,245.23,8.0,10.0
4918,2021/03,32,3426764000,51822000,-,-,0.0,1.0
4919,2020/12,84.3,35725069000,6394794000,56,43.46,0.0,10.0
4920,2021/02,19.9,9143569000,-831743000,-,-,0.0,0.0
4921,2021/03,72.3,114909000000,11576000000,34,51.15,2.0,10.0
4922,2021/03,73.1,279389000000,13294000000,120,73.76,8.0,10.0
4923,2021/03,74,7324613000,1620897000,16.36,27.57,1.0,5.0
4925,2021/03,69,14307709000,226974000,40,69.89,0.0,10.0
4926,2021/03,79.4,9101930000,-903749000,-,-,0.0,0.0
4927,2020/12,83.2,176311000000,13752000000,50,554.36,1.0,2.0
4928,2020/09,64.9,51841000000,8060000000,205,121.59,9.0,9.0
4929,2021/03,80.3,4885682000,292934000,24,134.24,0.0,10.0
4931,2020/09,71.2,33728000000,3329000000,30,17.81,1.0,1.0
4933,2020/12,52.7,23363000000,1512000000,-,-,0.0,0.0
4935,2020/12,36.6,5110247000,295367000,21.4,5.04,0.0,0.0
4951,2021/03,68.5,49673733000,3945100000,37,31.87,0.0,10.0
4952,2021/03,52.5,11999983000,1238362000,28,16.84,1.0,4.0
4955,2020/12,65,15203384000,1038495000,22,57.01,0.0,6.0
4956,2021/03,56.9,107750000000,7285000000,40,29.93,1.0,10.0
4957,2021/03,74.6,11343249000,353208000,12,36.94,0.0,10.0
4958,2020/09,81.1,50192000000,5356000000,40,29.31,1.0,10.0
4960,2021/03,33.2,9553323000,349138000,3.5,32.17,1.0,1.0
4962,2021/03,86.2,6360479000,473833000,30,97.13,0.0,1.0
4963,2020/12,72.4,26046096000,2612452000,16,29.7,0.0,7.0
4966,2021/03,81.6,55947358000,9490873000,90,19.91,1.0,10.0
4967,2020/12,76.6,150514000000,25943000000,77,30.12,10.0,10.0
4968,2021/03,54.1,70572000000,3257000000,46,40.2,2.0,8.0
4970,2021/03,29.4,27164079000,2939274000,20,6.77,1.0,4.0
4971,2020/12,81.2,11956625000,2370271000,26,31.24,0.0,8.0
4972,2021/03,63.3,31493976000,3397950000,75,16.58,0.0,1.0
4973,2021/03,81.1,16622470000,955521000,80,58.56,0.0,10.0
4974,2021/03,82.7,46086000000,13952000000,16,10.09,8.0,8.0
4975,2021/03,78.6,21192063000,6799952000,50,28.12,10.0,10.0
4976,2021/06,79.7,6377653000,452385000,41,11.69,4.0,10.0
4977,2021/03,48.1,30514000000,1356000000,12,29.38,0.0,0.0
4979,2020/12,23.9,20288000000,1512000000,40,25.81,0.0,6.0
4980,2021/03,56,65830000000,11339000000,44,40.8,0.0,1.0
4985,2020/12,46.1,196045000000,11416000000,115,57.03,1.0,1.0
4987,2021/03,78.4,21662000000,128000000,12,221.98,0.0,0.0
4990,2021/03,46.9,7676107000,366423000,5,18.08,0.0,5.0
4992,2020/11,63,39641000000,2287000000,18,20.88,6.0,10.0
4994,2021/03,71.6,25937398000,2407924000,70,43.19,0.0,10.0
4996,2020/10,63.6,107280000000,8283000000,12,22.68,2.0,2.0
4997,2021/03,56.4,71525000000,6981000000,15,20.83,0.0,0.0
4998,2021/03,40.2,48532198000,3560619000,24,14.2,0.0,0.0
4999,2021/03,57.8,25759424000,1522143000,10,14.08,0.0,10.0
5008,2021/03,29.8,28506000000,2733000000,40,31.65,0.0,0.0
5009,2021/03,55.5,42391000000,655000000,103,20.41,0.0,4.0
5010,2020/12,23.6,22234000000,-2079000000,-,-,0.0,0.0
5011,2021/03,74.9,71471000000,9140000000,38,15.32,4.0,9.0
5013,2021/03,62.3,31661000000,1095000000,38,59.61,1.0,10.0
5015,2020/12,79.2,10829191000,2398401000,69,103.14,0.0,0.0
5017,2021/03,19,344612000000,7098000000,10,-,0.0,0.0
5018,2021/02,57.4,24479000000,842000000,40,74.13,0.0,0.0
5019,2021/03,29.1,4556620000000,140062000000,120,119.41,3.0,10.0
5020,2021/03,28.9,7658011000000,254175000000,22,62.11,3.0,9.0
5021,2021/03,19,2233250000000,101289000000,80,7.89,0.0,4.0
5070,2020/12,52.8,4313962000,384388000,4,14.87,0.0,0.0
5071,2021/03,69.2,8075347000,522009000,8,36.92,0.0,0.0
5101,2020/12,48.3,551090000000,36409000000,64,39.64,0.0,9.0
5103,2021/03,10,13661042000,606852000,-,-,0.0,10.0
5104,2021/03,48.1,3282264000,38067000,-,167.07,0.0,0.0
5105,2020/12,49.6,343764000000,36328000000,45,59.29,0.0,10.0
5108,2020/12,51.3,2805410000000,64114000000,110,-,0.0,0.0
5110,2020/12,46.6,790817000000,38701000000,35,34.92,0.0,0.0
5121,2021/03,71.2,29275488000,1172144000,12,23.74,0.0,7.0
5122,2021/03,60.3,86361000000,8269000000,100,32.91,0.0,0.0
5142,2021/03,60.4,73617000000,1569000000,50,19.53,0.0,2.0
5161,2021/03,58,80234000000,4735000000,40,29.03,0.0,0.0
5162,2021/03,42.8,6487864000,-92645000,10,80.25,1.0,10.0
5184,2020/12,58.1,51505000000,4311000000,45,26.89,0.0,0.0
5185,2021/03,47.1,63214000000,693000000,22,13.16,0.0,10.0
5186,2021/03,80.2,78697000000,2861000000,70,39.68,3.0,10.0
5187,2020/12,77.4,10830471000,984821000,37,52.26,0.0,10.0
5189,2021/03,51.2,10022238000,278077000,50,28.73,2.0,5.0
5191,2021/03,40.2,397940000000,227000000,7,-,0.0,1.0
5192,2021/03,72.4,64862000000,4968000000,57,38.61,0.0,0.0
5194,2021/03,46.7,5586476000,1171597000,10,18.15,0.0,10.0
5195,2021/03,60.6,81371000000,5377000000,26,25.59,0.0,10.0
5199,2021/03,26.6,6850762000,269341000,50,22.39,0.0,0.0
5201,2020/12,44,1412306000000,75780000000,120,81.28,0.0,7.0
5202,2021/03,7.6,499224000000,13067000000,0,-,0.0,0.0
5204,2021/03,28.6,64940000000,852000000,-,-,1.0,1.0
5208,2021/03,68.8,46439000000,3118486000,39,46.17,0.0,1.0
5210,2021/03,49,57136000000,-2751000000,40,-,0.0,6.0
5212,2021/03,69.3,2538849000,101881000,7.5,19.85,0.0,2.0
5214,2020/12,71.7,242886000000,17660000000,100,63.36,0.0,6.0
5217,2021/03,73.7,12791083000,2446150000,330,7.22,0.0,5.0
5218,2020/10,72.9,17873038000,-1724684000,10,-,0.0,0.0
5232,2021/03,61.8,239274000000,16631000000,120,39.5,1.0,10.0
5233,2021/03,45.1,863903000000,63610000000,60,15.58,0.0,0.0
5237,2021/03,63.3,22394324000,1846760000,30,22.58,1.0,1.0
5261,2021/03,34.8,19534284000,1052781000,50,89.42,0.0,0.0
5262,2021/03,70.8,30446551000,1730065000,25,22.51,3.0,10.0
5268,2021/03,72,8417567000,508151000,13,41.68,1.0,10.0
5269,2021/03,50.2,48877051000,2746389000,9,7.5,0.0,0.0
5271,2021/02,20.2,16421930000,304749000,50,60.57,0.0,0.0
5273,2021/03,68.5,68907000000,7494000000,43,14.98,3.0,3.0
5277,2021/03,83.3,3344110000,-188149000,8,25.97,0.0,0.0
5279,2021/03,50,12229829000,441832000,25,22.13,1.0,8.0
5280,2021/03,57.4,21081553000,1658197000,47,22.49,9.0,10.0
5282,2021/03,62.5,30149522000,1764826000,8.5,17.55,0.0,0.0
5283,2021/06,34,63270000000,1453000000,50,4.14,0.0,8.0
5284,2021/03,30.2,26711018000,1874204000,42,6.4,1.0,5.0
5285,2021/03,36,18576923000,635755000,20,13.75,0.0,0.0
5287,2021/03,54.2,3052071000,113592000,10,44.89,1.0,4.0
5288,2021/03,46.2,87192000000,3340000000,20,31.35,0.0,9.0
5290,2021/03,56.6,37763068000,5290645000,90,14.14,0.0,0.0
5301,2020/12,43.8,201542000000,7858000000,30,815.8,0.0,0.0
5302,2020/12,62.2,26802000000,3015000000,200,122.21,0.0,10.0
5304,2021/03,91.1,21299000000,3081000000,200,40.71,3.0,3.0
5310,2020/12,87.5,31226000000,3422000000,50,39.37,0.0,7.0
5331,2021/03,71.6,107000000000,2557000000,60,41.77,3.0,6.0
5332,2021/03,56.7,577840000000,41351000000,70,47.09,0.0,10.0
5333,2021/03,56.3,452043000000,50823000000,30,28.78,0.0,10.0
5334,2021/03,58.2,427546000000,47389000000,60,31.88,0.0,10.0
5341,2020/11,49.4,2002305000,18823000,-,-,0.0,10.0
5344,2021/03,85,41438000000,10248211000,64,9.6,7.0,10.0
5351,2021/03,55.1,99969000000,7285000000,110,48.58,0.0,0.0
5352,2021/03,46.1,113661000000,4949000000,150,31.08,0.0,0.0
5355,2021/03,45.9,7657790000,59370000,6,69.18,0.0,0.0
5357,2021/03,82,23554000000,2921292000,17,14.24,3.0,6.0
5358,2021/03,73.4,13693000000,2151000000,18,23.33,5.0,10.0
5363,2021/03,67.5,22914000000,2085782000,6,17.3,0.0,0.0
5367,2021/03,71.8,8654588000,363101000,8,60.86,0.0,5.0
5368,2021/03,69.5,14301239000,2270517000,35,29.72,0.0,0.0
5380,2021/06,51.7,5013103000,19457000,75,2331.99,0.0,10.0
5381,2021/03,38.7,7361667000,359352000,-,0.57,0.0,0.0
5384,2021/03,85.3,41956000000,7639000000,115,43.3,0.0,6.0
5386,2021/03,73.6,7290495000,361291000,11,16.97,0.0,0.0
5387,2021/03,42.9,25206000000,435335000,-,0.04,0.0,0.0
5388,2021/03,79.9,14593834000,2246000000,30,23.02,0.0,1.0
5391,2021/03,39.5,37204000000,1470000000,45,53.23,2.0,10.0
5393,2021/03,61.7,196372000000,19616000000,78,47.05,4.0,4.0
5395,2020/12,68.8,3509276000,-130616000,60,-,0.0,10.0
5401,2021/03,36.4,4829272000000,11381000000,10,-,0.0,0.0
5406,2021/03,27.5,1705566000000,30398000000,10,0.22,0.0,0.0
5408,2021/03,68.6,110954000000,2355000000,6,20.68,1.0,10.0
5410,2021/03,47.6,152785000000,4987000000,95,42.53,1.0,1.0
5411,2021/03,36.1,3227285000000,7566000000,10,-,0.0,0.0
5423,2021/03,70.4,141448000000,3995000000,16,34.06,2.0,7.0
5440,2021/03,54.7,226371000000,12656000000,60,39.57,1.0,3.0
5444,2021/03,84,136025000000,10018000000,80,119.52,2.0,9.0
5445,2021/03,73.7,62391000000,7514000000,70,13.11,1.0,2.0
5446,2021/03,60.8,21815517000,549748000,30,45.08,1.0,1.0
5449,2021/03,74.9,76601000000,1413000000,7,86.73,0.0,0.0
5451,2021/03,71.9,146412000000,7880000000,75,34.92,0.0,1.0
5458,2021/03,44.3,8730000000,60000000,10,22.39,0.0,0.0
5463,2021/03,81.5,161138000000,18332000000,72.5,54.11,1.0,1.0
5464,2021/03,76.3,35112000000,2928000000,90,28.5,0.0,10.0
5471,2021/03,45.6,412722000000,10070000000,35,23.6,0.0,0.0
5476,2021/03,39.7,31516000000,-2071000000,15,-,0.0,4.0
5480,2021/03,34.2,112482000000,6145000000,45,18.15,0.0,10.0
5481,2021/03,55.9,210721000000,-5493000000,-,-,0.0,0.0
5482,2021/03,54.1,204908000000,3563000000,45,45.16,1.0,10.0
5484,2021/03,81.1,16186968000,1347580000,16,35.25,1.0,1.0
5486,2021/03,50.4,761615000000,-49213000000,-,-,0.0,0.0
5491,2021/03,31.9,40106000000,-2386000000,-,-,0.0,0.0
5541,2021/03,88.4,32217000000,-493000000,20,8.35,0.0,0.0
5542,2020/12,65,3986863000,223286000,30,69.8,0.0,0.0
5563,2020/12,65.4,54004000000,5434000000,5,-,1.0,1.0
5602,2021/03,47.6,116596000000,4673000000,70,23.09,0.0,10.0
5603,2021/03,38.8,18068000000,284000000,20,57.89,0.0,2.0
5609,2021/03,55,11902000000,497000000,25,29.43,0.0,0.0
5610,2020/12,46.5,3179206000,-294618000,-,-,0.0,0.0
5612,2021/03,46.7,14663000000,695000000,40,14.83,1.0,1.0
5631,2021/03,44.4,198041000000,10226000000,35,37.33,0.0,0.0
5632,2021/03,29.4,97804000000,-4943000000,-,-,0.0,0.0
5644,2021/03,48.5,28257000000,1763265000,45,4.43,0.0,4.0
